Código Município;pr_mean2014/11/01;pr_sd2014/11/01;pr_max2014/11/01;pr_min2014/11/01;pr_sum2014/11/01;pr_mean2014/12/01;pr_sd2014/12/01;pr_max2014/12/01;pr_min2014/12/01;pr_sum2014/12/01;pr_mean2015/01/01;pr_sd2015/01/01;pr_max2015/01/01;pr_min2015/01/01;pr_sum2015/01/01;pr_mean2015/11/01;pr_sd2015/11/01;pr_max2015/11/01;pr_min2015/11/01;pr_sum2015/11/01;pr_mean2015/12/01;pr_sd2015/12/01;pr_max2015/12/01;pr_min2015/12/01;pr_sum2015/12/01;pr_mean2016/01/01;pr_sd2016/01/01;pr_max2016/01/01;pr_min2016/01/01;pr_sum2016/01/01;pr_mean2016/11/01;pr_sd2016/11/01;pr_max2016/11/01;pr_min2016/11/01;pr_sum2016/11/01;pr_mean2016/12/01;pr_sd2016/12/01;pr_max2016/12/01;pr_min2016/12/01;pr_sum2016/12/01;pr_mean2017/01/01;pr_sd2017/01/01;pr_max2017/01/01;pr_min2017/01/01;pr_sum2017/01/01;pr_mean2017/11/01;pr_sd2017/11/01;pr_max2017/11/01;pr_min2017/11/01;pr_sum2017/11/01;pr_mean2017/12/01;pr_sd2017/12/01;pr_max2017/12/01;pr_min2017/12/01;pr_sum2017/12/01;pr_mean2018/01/01;pr_sd2018/01/01;pr_max2018/01/01;pr_min2018/01/01;pr_sum2018/01/01;pr_mean2018/11/01;pr_sd2018/11/01;pr_max2018/11/01;pr_min2018/11/01;pr_sum2018/11/01;pr_mean2018/12/01;pr_sd2018/12/01;pr_max2018/12/01;pr_min2018/12/01;pr_sum2018/12/01;pr_mean2019/01/01;pr_sd2019/01/01;pr_max2019/01/01;pr_min2019/01/01;pr_sum2019/01/01;pr_mean2019/11/01;pr_sd2019/11/01;pr_max2019/11/01;pr_min2019/11/01;pr_sum2019/11/01;pr_mean2019/12/01;pr_sd2019/12/01;pr_max2019/12/01;pr_min2019/12/01;pr_sum2019/12/01;pr_mean2020/01/01;pr_sd2020/01/01;pr_max2020/01/01;pr_min2020/01/01;pr_sum2020/01/01;pr_mean2020/11/01;pr_sd2020/11/01;pr_max2020/11/01;pr_min2020/11/01;pr_sum2020/11/01;pr_mean2020/12/01;pr_sd2020/12/01;pr_max2020/12/01;pr_min2020/12/01;pr_sum2020/12/01;pr_mean2021/01/01;pr_sd2021/01/01;pr_max2021/01/01;pr_min2021/01/01;pr_sum2021/01/01;
5102678.0;260.3014;136.18167;549.60254;75.21057;16319.109;339.3459;153.86288;719.86816;119.61255;21591.633;106.30868;84.83398;342.688;17.201172;7308.542;160.95851;116.00022;438.3191;28.412933;10663.898;129.82082;93.46197;369.35352;14.606308;8379.533;395.04617;171.4249;831.4297;141.46597;24953.852;284.56937;140.75687;631.8533;101.43799;18172.387;197.79611;101.05185;417.80884;56.358734;12485.708;264.37775;106.06227;476.66895;84.49518;16201.511;250.58916;108.97031;458.2926;70.33835;15413.698;296.74573;121.60981;550.3115;107.529785;18449.854;328.97275;135.80132;580.499;103.47504;20144.547;240.65913;121.39016;511.41797;58.760376;15096.819;265.06454;107.01834;479.28937;92.846924;16432.21;173.2632;86.500786;364.23047;45.02014;10871.351;199.18878;85.2585;372.639;80.09955;12290.737;197.3272;54.94508;305.5952;104.26308;12173.867;303.1063;76.689384;437.0708;171.5781;18657.791;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5103502.0;213.58957;116.90218;491.0182;35.614227;22496.229;293.58383;159.51881;625.83594;42.590942;30826.496;161.54596;90.617065;363.59595;24.121918;16997.021;251.7537;155.68591;530.3457;32.37982;26320.805;145.1637;95.74285;349.1447;18.913513;15309.051;310.2172;134.95206;592.8982;103.83667;33015.957;243.04417;128.11754;527.09076;38.62436;25507.195;297.27203;184.2987;708.5801;37.4422;31241.809;305.11646;148.4217;647.49023;73.65411;32399.982;219.17938;127.96867;526.72363;30.698685;23132.01;326.51514;166.01549;701.7344;57.896362;34547.07;304.85504;149.22322;671.2031;74.91907;32504.475;342.14133;152.89323;679.375;69.35544;35782.395;205.67545;96.880806;431.24902;51.45172;21589.66;257.15317;132.95001;548.25;43.67566;27068.621;185.1348;100.04054;410.52637;32.994568;19564.283;201.63364;120.200966;468.86755;41.235962;21207.52;205.5299;121.59894;490.49512;45.9729;22010.533;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5105259.0;235.60408;71.87409;392.47437;125.088135;12173.244;367.289;88.431404;526.3883;205.12396;18493.943;160.58884;64.28621;291.98877;74.06116;8217.027;143.32495;49.671665;279.46857;78.99725;7413.674;113.950455;50.028015;223.4187;48.343872;5891.7705;298.3091;76.9692;475.7633;173.80322;15223.133;262.56207;67.44925;376.27;135.27998;13105.785;353.08392;113.564896;553.10223;165.78737;17952.365;335.28598;97.394455;530.4114;186.33606;17226.85;251.5068;83.14058;390.7539;112.721375;12642.135;300.0188;104.82924;522.91016;153.60718;15475.943;300.5163;92.07677;472.67065;154.09995;15271.232;340.72504;106.20387;518.96875;153.88037;17104.352;226.55458;57.74734;345.93362;144.48514;11576.922;321.04456;77.83435;471.1936;179.3056;16230.118;191.66599;66.446884;318.13623;79.20491;9745.4375;227.68153;88.09027;381.40723;85.16199;11311.258;272.0578;84.28797;423.80518;132.58484;13842.141;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5106224.0;214.10289;112.60529;470.24677;41.3468;24381.084;315.28775;140.5707;647.93164;90.64281;36024.29;169.6077;84.085526;372.55664;36.94742;18939.275;244.48907;112.82001;445.90308;38.6951;26524.125;138.2867;79.95041;348.77393;28.228775;15595.643;332.30447;154.26637;704.1494;122.92972;38040.484;243.97707;116.11116;523.80273;70.05322;27438.959;311.2727;170.21495;674.625;40.20549;35215.363;327.29788;153.94897;653.9363;102.40872;37076.562;219.42969;117.23017;494.30176;52.952103;25052.402;376.3513;152.32611;687.8203;119.69818;42137.88;277.00153;108.97137;514.38477;90.03198;31286.033;330.4313;135.76253;635.16797;91.35712;37170.34;236.01167;87.27023;423.2021;73.75221;26407.906;280.02267;100.150795;491.52103;103.58765;31560.97;182.44327;93.3313;402.94385;49.12976;20932.32;184.39288;93.52308;407.20795;45.09906;20970.678;232.32935;128.38725;514.5503;46.359863;26425.834;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5106257.0;200.83311;69.34038;390.1123;105.60474;15374.167;375.84378;104.953125;626.4431;184.05884;28559.576;106.99481;51.11113;218.61572;30.059326;8109.54;154.29999;66.30282;316.73584;61.581665;11778.07;96.07779;53.885094;245.12964;28.10144;7465.158;305.98953;112.24768;619.96484;159.13257;23991.805;241.4393;88.83976;478.63525;114.18712;18415.645;338.57538;90.757385;543.79517;174.53186;25570.746;273.71286;87.664894;467.05054;120.62842;20551.008;206.50528;89.14134;420.6508;75.96417;15571.087;253.0522;102.52338;525.1113;106.98566;19749.502;182.52316;69.90943;362.44238;82.45557;13960.098;356.84335;112.67437;607.52783;170.8725;27126.49;218.33762;73.840805;388.4967;87.99335;16527.688;141.44305;63.08095;313.48633;51.52362;10871.3955;128.58768;47.0011;247.31216;68.64511;9936.973;193.75742;58.959976;320.57452;104.762474;14622.354;304.7813;78.596146;464.8883;172.6515;23173.658;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5106372.0;215.75124;105.08406;454.422;76.17096;12065.268;358.24417;134.80902;609.20703;124.04489;19586.328;168.66968;80.98128;333.26624;40.046753;9256.051;118.344246;71.88612;283.49316;28.476944;6643.569;220.4902;106.10652;425.35742;59.66159;11982.705;320.76816;108.248566;520.24023;127.62958;17396.928;220.07181;84.42668;411.38446;85.57117;12204.941;250.57764;88.13744;420.1797;86.50726;13710.163;281.18726;105.48238;489.98242;114.61017;15278.855;260.89722;99.561;462.68945;118.739716;14293.337;302.48578;133.36572;582.90234;102.79309;16818.602;237.7598;74.03486;381.70374;102.87906;12935.179;270.0794;126.69457;539.2012;94.41937;15127.535;220.89091;95.51232;397.6006;67.60327;12081.649;231.19307;102.589676;419.4557;83.04463;12608.879;193.63623;54.35562;307.6438;81.716095;10605.926;228.2973;67.56794;354.18103;112.29584;12593.778;205.41559;76.418625;368.6548;100.5636;11400.458;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5107040.0;262.23947;113.03016;505.71387;63.563812;18862.816;404.83405;137.22552;686.6089;163.43677;28776.11;134.22307;66.18323;298.28662;22.59967;9804.544;163.83612;77.56507;346.64185;46.984253;12033.756;158.01865;79.98156;366.79492;41.56253;11558.627;298.64157;134.71985;692.2461;111.85654;22147.045;317.65308;111.83439;571.10034;107.376465;22635.871;246.40192;90.49098;432.98926;72.07507;17576.375;255.78862;93.53867;471.5011;108.835205;18720.93;206.05267;74.56623;392.97314;95.70557;15214.236;366.1464;127.646355;656.29614;147.74872;26294.783;212.75294;102.585945;448.78027;72.38939;15958.268;280.0214;107.30529;517.4219;108.98236;20263.479;223.7735;90.38624;459.5725;98.94714;16274.409;169.81268;78.675606;351.5664;51.704346;12264.153;220.88663;84.32025;423.25293;91.133484;15809.313;216.37157;61.64951;365.81714;116.44629;15560.589;253.73053;61.056915;412.60352;148.39844;18250.965;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5107065.0;268.69055;139.1227;570.2051;47.614136;49069.24;389.3929;185.28363;751.3535;62.724365;70887.14;148.19835;108.188446;502.1289;30.088623;27758.47;158.58702;76.26216;355.94342;37.121277;29097.988;114.95211;81.63712;334.63574;14.163574;21284.678;514.8232;182.75606;931.5078;174.49854;94265.42;279.93506;123.09492;601.07324;90.369995;51522.445;306.97607;171.23906;722.1328;58.93857;56748.133;287.15067;146.98155;622.9199;65.118164;52718.035;284.96295;160.33832;675.9824;50.0175;52382.18;265.46564;144.32916;649.125;66.3804;49656.973;232.32114;111.34644;534.0781;61.210693;42781.29;323.6272;173.11197;745.0703;70.73749;60022.133;292.5322;146.83308;651.02344;86.046234;53481.562;244.40395;118.900024;523.5957;52.17874;44433.98;204.01105;68.50484;380.55347;94.185715;37320.023;173.56825;68.279076;355.729;59.10182;31924.143;306.1129;80.78056;498.33197;141.88501;56057.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5107875.0;171.24706;112.428925;468.81934;19.364624;27486.258;305.65717;167.04568;690.81055;63.28302;48747.43;173.15941;93.231316;408.7588;35.770874;27538.334;160.01688;100.69709;409.93237;15.973785;25531.281;197.41528;106.13227;430.08594;32.84922;30983.531;299.99377;129.68063;612.61914;92.62204;47544.164;180.9142;115.17671;474.06934;23.31662;29117.25;325.62976;160.95825;715.3672;59.05301;51559.465;401.20752;180.57835;784.5508;68.66026;62232.883;235.53827;137.27673;548.4824;12.307419;36438.367;275.4395;124.43321;565.09375;70.66087;43640.74;355.99985;120.775894;642.29297;118.012146;56189.258;325.1588;166.7787;700.39844;71.59558;51762.67;279.59763;144.08582;625.6699;70.36072;44602.188;274.84256;129.17671;586.6797;69.47742;43568.75;206.72488;98.21089;450.9375;37.203476;32275.951;180.86485;99.70259;492.3457;45.55182;29636.785;227.51933;101.371864;488.4375;48.919617;35958.996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5107925.0;210.73192;109.04976;488.50586;61.931976;23476.01;322.78937;120.61482;623.7754;78.92175;35243.797;125.76685;88.18925;385.20825;9.83551;14234.583;110.13662;75.4804;319.84628;20.890976;12401.808;168.30234;93.53033;380.0227;32.86203;18678.434;382.0603;169.8549;759.4219;95.665665;42634.246;295.78134;128.01517;576.23883;84.5148;32226.49;344.3121;129.85562;647.50195;134.30069;38132.586;326.1949;132.55254;620.94336;96.03577;35868.29;257.27466;114.1838;500.32422;39.988678;27948.576;338.82788;154.91325;733.53906;132.04501;38511.047;325.84174;142.52641;659.74316;77.08417;35602.555;310.09805;134.30972;640.9453;94.268616;34404.43;255.16843;126.39089;592.1465;85.83309;29011.484;287.25873;103.09418;536.1052;102.30658;31391.69;242.7755;96.801735;463.69043;83.5836;26856.238;272.98578;104.4604;490.81006;95.78732;29632.871;257.02045;115.97762;514.626;67.245026;28067.781;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4103453.0;150.54657;53.157063;234.58398;91.5271;1403.4597;170.832;50.150524;245.22559;107.72864;1514.4191;184.75446;61.33174;268.636;106.907715;1646.7773;380.39816;88.97964;505.54102;253.86035;3396.0217;339.70203;96.308525;470.97656;214.66364;2990.0933;226.24484;81.674164;331.72852;124.33984;1973.0186;135.51985;49.42182;207.72559;82.865234;1224.0994;213.968;52.959507;287.1632;148.55762;1934.2241;169.61946;63.809307;252.79529;85.78528;1514.3425;183.88826;75.4977;286.54456;92.41748;1679.6858;273.84302;83.71394;388.45508;160.4585;2432.2373;339.55423;90.881;458.16846;206.4917;2989.3533;135.64426;34.63086;178.85352;90.20776;1227.7125;102.717606;64.03343;192.69043;30.718445;915.77344;152.52513;57.090477;232.99292;78.59595;1376.3165;142.16493;64.63466;234.49268;59.94464;1251.6099;272.5498;92.29253;403.0244;158.16455;2458.4404;124.37705;53.520336;191.1222;43.3291;1066.6093;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4104808.0;156.80199;87.80333;347.11475;37.778564;5535.965;154.62718;87.9731;353.76807;47.216797;5600.3003;206.58203;117.18341;439.719;35.355957;6887.7246;301.3252;141.50696;599.2661;108.46185;10746.122;346.96207;167.9527;722.72217;116.76282;12455.782;183.91647;116.04915;434.35205;40.618652;6601.621;143.528;68.55954;306.6098;50.958008;5208.6504;193.81207;101.598015;427.42908;49.460693;6796.433;170.82663;107.97343;382.42383;17.965332;5730.2764;208.7048;103.47103;444.45605;73.91992;7471.22;202.05705;120.92859;475.78394;33.89087;7293.43;292.9293;140.24875;593.3906;95.48877;10211.168;156.75145;77.037704;319.50146;56.61035;5421.8506;109.9519;79.386955;284.5244;4.559387;3630.2031;151.85878;100.416626;374.80078;17.23584;5349.5454;133.9876;85.05113;317.66333;36.26416;4857.6753;271.10654;104.99941;467.39502;118.29639;9347.208;129.71613;100.62273;369.53827;11.564209;4586.0474;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2910503.0;109.66752;41.406414;183.78378;52.109863;2351.9414;42.27225;22.327341;92.81998;16.615387;927.1158;30.849983;16.361635;69.284546;16.07721;679.23486;3.7416925;1.0350466;5.673462;2.3120117;77.40527;11.862802;6.6616774;24.850342;4.265991;254.15244;131.24149;52.730713;226.5662;61.657593;2771.0388;48.59774;22.412632;94.153076;20.259018;1013.3422;45.931812;14.13173;68.53369;24.41504;952.13184;13.957549;9.717741;33.26123;3.8136826;310.42746;67.003525;22.499949;109.68149;38.78955;1426.3323;79.25017;21.769848;119.28882;42.76497;1677.1252;19.207075;13.068818;47.490204;6.1637115;412.30713;56.042477;14.242034;85.50876;36.02099;1176.8489;41.793922;22.620876;81.96069;14.882263;886.54816;31.911423;12.641744;53.871704;13.617798;687.1892;64.88343;26.965378;132.74911;40.415787;1397.2831;61.869373;22.010712;110.34009;34.144836;1342.1685;104.06937;26.256325;152.92633;64.4955;2155.697;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4107603.0;171.58397;59.69525;278.19263;79.74133;2876.4292;194.46008;84.981415;347.08008;68.447266;3286.7534;175.9883;86.690575;339.95312;55.789062;3064.0835;413.3667;152.8848;680.41187;193.72089;7027.5254;278.10608;118.46094;502.87598;108.54501;4754.418;292.6666;139.30623;537.3711;96.563965;4879.16;93.25416;51.22779;186.51709;26.957092;1540.8108;153.43423;58.00313;270.36017;70.2052;2666.9358;219.30031;103.98669;398.0089;54.47278;3669.8906;176.09956;73.50645;318.29688;74.29883;3036.9106;228.12317;81.06741;393.5293;117.49951;3963.9326;320.74887;94.641304;501.8086;176.45508;5367.091;104.20883;39.820415;185.46436;56.677002;1773.1527;105.90548;55.76635;211.18872;25.030518;1767.1284;159.12044;83.921326;316.5669;36.44693;2723.5012;181.03694;76.22428;329.56128;80.32837;3108.1377;220.53333;71.34888;341.4485;95.68652;3627.0928;97.462456;57.24746;213.146;22.298584;1726.9236;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4109401.0;169.3753;79.827354;357.93256;66.57422;8284.211;155.57469;95.468544;398.84344;32.093018;7663.706;196.68108;112.66719;445.36865;37.508667;9256.778;268.0561;139.3628;589.92773;74.19098;13021.291;260.2424;122.70623;534.4951;88.34776;12425.394;181.80144;114.04781;457.53314;35.6109;8831.867;134.22247;57.35431;268.1267;38.427734;6323.993;207.53986;108.92442;457.92432;64.84323;10071.64;160.66707;101.38343;414.36426;25.02417;7783.596;201.28351;72.66319;383.89355;101.50391;9657.967;302.8999;148.20078;608.6443;71.74086;14274.268;219.95692;115.579025;516.166;63.47998;10932.036;76.636055;46.866257;206.83401;23.702637;3877.1333;122.488556;71.849754;297.61963;12.727051;5650.5176;180.5942;105.54491;450.99;38.170593;8829.815;138.65022;71.50931;315.04126;45.297577;6855.131;143.70871;68.56614;321.97766;46.322144;6861.2983;122.25618;72.8697;318.47266;35.86879;6128.6416;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4113700.0;126.20521;68.48828;265.80493;43.03308;3865.9702;205.55138;110.16792;445.1701;68.97177;6244.6465;182.51884;96.16031;391.85278;52.326233;5546.6714;351.66672;146.95927;685.50195;159.4151;10956.751;320.11243;128.836;584.583;129.4357;9507.831;380.17422;111.99851;614.97217;222.46881;11558.221;107.138794;67.77722;240.91504;24.091797;3038.331;146.472;82.591415;336.69934;45.99121;4636.8574;258.51532;113.49608;479.82422;81.52185;7519.263;222.45972;121.19621;442.45215;57.21631;6456.5435;262.13663;83.453316;419.48926;128.4768;7733.5996;285.20847;123.06165;547.70654;121.47586;8741.842;135.6643;56.469826;246.61523;62.363037;4018.1968;86.52752;60.26088;221.44385;14.978027;2541.5828;130.12384;82.255135;308.48608;25.404175;4026.012;123.211205;69.6646;273.64893;37.24237;3678.611;255.02907;74.714615;409.64746;139.70776;7553.786;146.14113;63.07151;269.67822;44.401855;4348.923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4115754.0;145.28183;31.098867;187.63647;111.798096;738.8039;196.8475;46.59148;259.31134;148.0675;981.18115;180.7389;44.89932;232.23901;126.51227;911.0704;415.99222;84.62855;532.34534;327.92838;2084.2266;302.71313;58.992516;378.80518;235.6672;1505.1038;351.0104;62.995964;411.87207;267.8506;1684.4806;100.38197;26.448769;127.95703;66.82959;488.83154;145.47913;37.705307;196.76682;102.224;738.5353;241.90074;66.19899;318.4801;160.86234;1197.8542;181.09479;53.550514;254.36688;122.44617;915.8393;235.62016;38.827545;290.46875;197.49756;1196.2417;308.77606;46.7847;365.84406;252.7663;1522.915;107.29802;19.873682;129.41724;82.716064;539.5464;85.380714;33.195408;130.28564;51.70436;439.14337;145.44643;41.134094;197.7135;96.40573;736.30347;164.06546;43.64972;214.15063;112.395996;814.3873;225.27736;38.85926;278.20996;182.98047;1131.2949;111.67978;32.886837;149.93457;72.271484;561.90436;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4117701.0;198.31053;76.67582;341.08008;68.68994;5042.399;228.45096;70.349266;385.29907;130.86816;6012.62;128.90428;88.34525;328.24414;21.854324;3470.9614;194.59106;85.228424;377.3479;75.407104;5174.1455;301.60568;121.844345;530.4834;109.71704;7588.2754;152.44745;74.89373;314.83032;61.81189;3975.3884;113.602844;37.8089;187.02295;52.28369;2901.0522;128.91379;51.620163;247.78021;58.154846;3449.2568;218.61838;118.90876;463.34814;53.597534;5779.2393;152.41528;54.451576;257.839;74.54004;3981.7197;224.40042;82.74885;390.70483;98.65527;5770.2373;277.86163;114.719826;522.7721;114.698364;7412.7236;60.658585;30.484722;130.23053;18.693481;1606.2484;97.141815;59.31037;226.4165;22.445312;2555.86;139.15161;81.16569;307.64996;27.169312;3696.023;138.22838;53.661575;237.20294;64.072266;3579.5417;62.969276;33.166557;139.95679;19.154785;1720.1958;139.4732;74.280716;298.57526;42.753418;3628.2832;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4119905.0;203.6963;89.875534;382.54303;56.846695;6649.316;248.91512;90.82673;462.79504;105.6604;8340.215;144.41895;80.888824;328.61328;31.926193;4829.8823;214.51585;82.61623;386.24707;78.856995;7104.2437;234.23418;116.1739;504.52197;75.48065;8322.529;171.15994;92.23669;403.58398;59.93982;5825.9155;118.26233;53.935146;233.76172;36.254883;3978.0896;152.07912;85.37416;348.9302;33.551056;5144.32;198.02644;111.42377;474.2141;45.42984;6709.6187;154.956;51.027355;268.67993;71.31055;5167.9575;231.87721;89.90932;471.13757;110.54419;7976.2793;309.03534;122.962425;573.0735;111.803406;10269.164;65.609726;27.996277;117.49725;19.160034;2119.8252;89.865295;56.65158;225.729;17.93982;3146.1606;150.34203;90.03154;365.75208;27.928223;5143.17;153.73792;57.04747;293.88403;69.78125;5236.8354;84.449615;49.924774;215.81226;24.250244;2939.2446;115.822655;75.63183;288.75903;16.618164;4041.503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4306973.0;145.14578;14.51363;162.87714;124.503815;866.5947;205.46198;29.756413;247.24887;174.10757;1249.3271;306.0452;53.411568;377.6786;243.51245;1845.9153;234.22069;41.429173;283.1007;181.94308;1390.7664;429.28983;44.82988;484.73486;368.72174;2567.0664;159.17839;28.5965;202.35995;128.0365;972.77783;75.84569;19.949173;101.09152;53.719208;452.65875;164.78409;37.903;212.53534;121.297424;991.7091;213.65486;40.78804;269.81464;170.74467;1291.002;125.69892;33.406258;175.77637;91.74008;776.0969;118.48945;29.27304;150.13641;78.56262;687.40686;202.6473;44.339096;260.91278;144.67624;1227.6718;207.24005;26.04671;244.72925;172.02539;1250.2795;130.7619;20.74737;159.39569;104.75214;788.5823;180.38052;33.068306;222.65485;135.2638;1081.3887;138.9226;20.285753;165.32793;110.36799;828.6535;94.24618;18.732351;112.30763;59.308746;543.2499;156.86302;30.241877;199.94878;119.705376;957.25305;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4310538.0;73.83657;15.306292;103.57837;63.67865;534.1923;305.548;32.251;351.5575;262.09747;2132.211;205.93414;32.790504;260.23712;165.85092;1472.7938;178.19147;24.152107;220.30688;152.84729;1251.6841;375.632;57.300392;453.76416;298.27625;2660.0837;92.393585;10.586218;106.56561;78.2919;639.1605;199.79236;22.262264;234.90802;173.57526;1403.6832;157.06834;25.397903;202.30206;126.715515;1106.4446;227.0053;30.509785;267.49432;175.56177;1577.9021;95.146706;15.883655;120.19083;75.97897;668.69934;105.88048;17.371744;130.26068;81.22427;740.9022;175.02928;27.822008;216.19043;136.62146;1241.4359;255.80392;48.372787;333.22208;194.1159;1796.4949;168.92328;34.564648;228.7901;133.22424;1198.9182;273.4716;47.10019;353.48645;220.70654;1912.8251;171.66913;39.474937;233.97101;123.515625;1206.1943;57.82881;11.854191;75.36597;40.031982;400.7942;217.38893;24.24069;255.49414;185.43164;1502.5791;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4314100.0;141.768;34.89098;194.5877;94.43994;2393.5703;202.58531;37.18343;272.8294;152.97125;3455.3682;301.911;43.820908;372.51904;240.21521;5085.216;182.24992;36.507713;248.12979;134.98492;3139.7263;410.6178;107.98035;582.30237;260.15997;6956.948;170.08377;28.317589;216.30261;128.59503;2857.3967;83.41407;17.951351;114.279175;56.511993;1420.0104;141.54085;40.890205;215.34296;87.09161;2408.6816;204.13274;49.366676;296.14355;127.03003;3464.03;173.11378;36.512703;238.97266;117.984375;2924.8784;90.163536;29.8788;149.02588;55.778748;1561.2446;243.86115;52.138783;336.86768;141.3037;4101.9756;213.23245;32.98334;273.6211;162.75098;3647.3313;149.0527;34.427002;217.26892;99.38364;2580.1467;148.1759;36.865154;226.4656;102.39746;2576.3062;146.281;29.234674;214.05783;114.612;2551.5503;51.98309;19.86929;88.56792;25.79773;902.0854;202.32883;24.66602;243.45775;154.59871;3369.4863;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4316907.0;73.80015;31.522726;141.28918;35.191498;2296.3047;289.56305;59.218735;389.0983;190.85962;8929.347;205.13998;67.74405;352.70175;107.84152;6433.323;164.9691;49.48895;271.35315;102.48941;5141.5225;343.7879;95.26134;541.5603;202.16638;10786.743;99.4002;32.366405;164.7073;53.82956;3046.3413;168.82446;47.186737;263.2874;112.098114;5351.3145;155.40692;36.785137;234.42947;96.845276;4847.096;216.2839;42.2165;302.01038;152.25278;6705.7656;76.43724;21.855957;126.14807;47.38736;2411.6821;80.85549;27.136442;137.4041;45.91281;2553.7778;141.42651;44.687122;246.40225;87.473114;4549.8496;217.09856;56.22361;350.50665;158.76736;6803.6465;173.04245;53.62801;287.9314;107.56891;5365.7563;268.84564;79.80759;445.97668;165.38672;8477.886;144.8677;50.028095;241.31558;75.03461;4496.514;59.978443;17.292305;94.13342;35.72455;1826.6158;226.073;50.112236;319.91016;144.71582;6898.6743;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
3536505.0;114.46439;46.146347;184.4076;70.55957;692.69653;275.50195;105.661674;407.29883;142.23547;1595.8961;159.14243;74.36955;233.20703;43.171204;825.53735;220.20834;84.09206;351.0686;133.29816;1365.6162;319.9808;137.1217;471.6831;143.72974;1789.7495;320.48956;94.245445;432.41504;195.51074;1865.9927;144.55263;60.436615;236.42358;76.01041;908.27747;161.79398;77.81908;278.36035;75.34473;1000.3435;336.11838;133.99446;526.08203;193.03659;2060.7175;249.20073;77.40832;342.6703;152.58264;1465.7671;192.45326;75.24987;293.9546;108.112305;1138.1362;250.95474;102.51683;364.33057;120.54059;1434.3301;239.67584;121.98287;389.29297;96.0376;1387.4924;92.05461;55.530624;194.28394;55.11621;664.88544;256.82828;122.33981;401.68848;122.79657;1507.2747;104.155815;38.56435;174.24445;68.029144;686.77344;197.64809;63.236446;263.70508;101.98291;1195.8838;297.2904;25.75704;320.6297;260.0763;1759.551;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
