Código Município;Tmin_sd2014/11/01;Tmin_min2014/11/01;Tmin_max2014/11/01;Tmin_mean2014/11/01;Tmin_sd2014/12/01;Tmin_min2014/12/01;Tmin_max2014/12/01;Tmin_mean2014/12/01;Tmin_sd2015/01/01;Tmin_min2015/01/01;Tmin_max2015/01/01;Tmin_mean2015/01/01;Tmin_sd2015/11/01;Tmin_min2015/11/01;Tmin_max2015/11/01;Tmin_mean2015/11/01;Tmin_sd2015/12/01;Tmin_min2015/12/01;Tmin_max2015/12/01;Tmin_mean2015/12/01;Tmin_sd2016/01/01;Tmin_min2016/01/01;Tmin_max2016/01/01;Tmin_mean2016/01/01;Tmin_sd2016/11/01;Tmin_min2016/11/01;Tmin_max2016/11/01;Tmin_mean2016/11/01;Tmin_sd2016/12/01;Tmin_min2016/12/01;Tmin_max2016/12/01;Tmin_mean2016/12/01;Tmin_sd2017/01/01;Tmin_min2017/01/01;Tmin_max2017/01/01;Tmin_mean2017/01/01;Tmin_sd2017/11/01;Tmin_min2017/11/01;Tmin_max2017/11/01;Tmin_mean2017/11/01;Tmin_sd2017/12/01;Tmin_min2017/12/01;Tmin_max2017/12/01;Tmin_mean2017/12/01;Tmin_sd2018/01/01;Tmin_min2018/01/01;Tmin_max2018/01/01;Tmin_mean2018/01/01;Tmin_sd2018/11/01;Tmin_min2018/11/01;Tmin_max2018/11/01;Tmin_mean2018/11/01;Tmin_sd2018/12/01;Tmin_min2018/12/01;Tmin_max2018/12/01;Tmin_mean2018/12/01;Tmin_sd2019/01/01;Tmin_min2019/01/01;Tmin_max2019/01/01;Tmin_mean2019/01/01;Tmin_sd2019/11/01;Tmin_min2019/11/01;Tmin_max2019/11/01;Tmin_mean2019/11/01;Tmin_sd2019/12/01;Tmin_min2019/12/01;Tmin_max2019/12/01;Tmin_mean2019/12/01;Tmin_sd2020/01/01;Tmin_min2020/01/01;Tmin_max2020/01/01;Tmin_mean2020/01/01;Tmin_sd2020/11/01;Tmin_min2020/11/01;Tmin_max2020/11/01;Tmin_mean2020/11/01;Tmin_sd2020/12/01;Tmin_min2020/12/01;Tmin_max2020/12/01;Tmin_mean2020/12/01;Tmin_sd2021/01/01;Tmin_min2021/01/01;Tmin_max2021/01/01;Tmin_mean2021/01/01;
5102678.0;16.392553;568.7656;649.2344;602.60065;18.000292;579.0;669.2656;619.024;19.489422;569.375;659.9844;605.821;23.857119;551.6172;664.90625;614.4345;19.531132;588.28906;684.1406;634.0132;19.97478;590.53125;690.53125;641.1661;18.075623;556.40625;645.25;597.18933;18.29437;583.4844;674.3281;622.7691;16.5798;593.21875;676.2344;623.5304;23.385136;601.96875;706.34375;632.20197;25.922768;616.7656;737.1719;649.03394;21.437408;602.1094;702.9219;630.5742;14.112619;598.4375;670.4844;622.9392;15.690339;599.09375;676.1094;626.8305;14.825006;594.7969;668.59375;620.8324;13.771614;590.78125;660.1719;613.47284;15.495731;609.5781;685.1875;635.43866;15.0829;621.8906;695.2031;647.1068;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5103502.0;14.285927;604.75;670.1875;629.40894;15.157266;615.78125;683.0;641.1986;14.595313;595.0156;660.6094;620.12024;14.410578;607.125;673.1875;632.325;16.444098;630.5;702.9219;658.1046;15.060731;645.28125;711.3281;670.36316;18.97881;599.8594;682.2031;637.348;19.397915;626.3594;710.96875;661.4762;18.447144;622.7031;703.3594;656.07294;20.272352;616.9531;706.4375;654.44635;19.83591;637.7969;723.96875;674.0024;18.959621;620.84375;702.59375;655.67346;19.932367;625.4531;711.8125;662.01526;19.491632;627.1094;711.8906;663.48883;19.821129;623.1719;709.1406;659.36633;17.956217;615.9844;699.9219;647.2367;20.209742;630.78125;723.0469;666.4396;19.35738;648.1406;735.65625;682.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5105259.0;7.437147;647.8125;678.9219;661.70404;7.5523515;658.84375;689.9219;670.93964;8.296337;636.65625;670.0469;650.74493;9.09157;648.34375;685.3594;664.3374;8.347034;674.8125;708.84375;688.5432;7.7471027;685.9219;717.96875;699.1799;6.7725286;647.3594;675.3125;657.56134;7.1133523;657.9219;686.6406;668.1933;7.643317;652.1094;681.7344;662.9253;7.6397314;649.2969;679.15625;660.2391;6.7416162;668.21875;695.21875;677.2643;7.3411384;651.375;680.2031;661.6654;5.9992137;657.5156;682.7344;666.5804;6.6727834;661.2344;688.4531;671.06085;6.944365;653.84375;681.3125;663.78644;7.497173;641.9844;672.53125;653.8417;7.247725;660.53125;689.96875;671.6382;6.956836;676.0;703.8281;686.00055;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5106224.0;14.597931;618.4844;679.2969;648.5663;15.268313;629.375;690.8594;660.60724;14.81968;605.3125;668.1719;637.6324;14.598011;622.4219;683.3281;649.906;15.544689;647.0156;713.28125;676.91034;14.895531;658.9219;719.96875;689.1664;11.906252;623.0;677.8906;652.73035;12.3923025;638.40625;695.7344;668.0751;12.911575;631.90625;690.59375;662.77954;13.266783;632.9531;691.34375;661.346;13.088481;649.0156;708.78125;679.6725;13.2253;632.2969;689.5625;661.83624;11.165;642.375;694.5781;667.8398;12.01025;643.6406;698.59375;671.0646;12.188995;636.6094;692.5156;664.9505;11.765717;625.25;680.6406;650.69916;11.804166;644.71875;700.4219;670.4286;12.227677;656.8281;715.6875;684.80597;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5106257.0;16.55277;609.53125;687.15625;661.4891;16.974688;620.7031;701.5156;676.93274;17.270937;600.71875;681.96875;655.99756;16.985403;615.5156;694.1719;667.26587;16.753897;644.75;719.5625;695.613;16.208904;650.84375;728.3594;707.96027;16.316109;613.1719;692.65625;669.9309;16.880875;621.90625;699.8906;676.78265;16.774483;616.3125;693.5781;669.0887;16.220139;612.7969;689.5625;666.8433;16.70799;629.5156;708.4844;686.2045;16.6078;611.2344;689.15625;665.4993;16.938541;608.40625;693.7969;671.7702;17.292469;612.9531;697.6406;673.47766;17.216852;605.84375;689.2344;665.5273;16.468573;607.6406;689.0;667.8639;17.006607;618.3125;707.1406;686.73083;16.78978;635.0625;719.7344;698.4176;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5106372.0;25.041319;599.7344;687.1094;647.50134;25.54316;619.90625;706.625;668.40686;24.398083;601.4844;687.6094;650.2546;25.079668;614.2969;700.9375;663.15826;25.036606;634.09375;721.40625;682.93;25.391327;646.59375;734.0156;695.74133;27.250183;592.3594;682.4531;642.89594;27.436762;621.8594;714.3906;673.5682;25.159151;620.2656;706.46875;669.6099;25.01561;605.0469;692.6406;655.0421;24.917936;627.4375;711.8594;675.7785;24.636675;622.6875;708.6719;671.7194;25.505262;619.15625;705.7969;668.6306;28.327906;619.7656;714.4219;671.3915;25.570211;614.46875;703.4375;664.18463;25.174765;608.59375;694.3281;656.15265;27.10505;632.6094;721.2031;683.37964;27.457777;655.2656;744.28125;706.44916;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5107040.0;15.988964;582.7969;652.0156;616.58954;14.743654;598.2656;662.46875;628.32764;14.867458;572.6094;637.2656;602.39996;15.36289;595.2344;661.6875;626.94073;16.42442;611.7969;684.40625;643.84973;15.099085;629.6719;695.71875;660.227;16.765024;584.09375;661.96875;614.47815;18.664564;603.0625;690.5469;635.67444;17.695375;599.4219;679.625;630.70807;13.022569;602.4219;659.8125;627.01996;15.705582;615.9531;684.9375;645.03766;15.255298;603.7656;670.375;632.75116;14.234826;603.8594;668.25;631.6445;15.755709;602.8594;672.0625;632.56903;14.393438;597.8125;663.3906;627.2693;13.751113;591.125;653.4375;620.53424;15.006507;609.84375;676.0781;639.9844;15.202582;625.6719;692.5781;657.51636;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5107065.0;6.382172;651.21875;684.4531;669.63135;5.837999;666.7344;697.8125;684.1518;7.87914;637.6094;678.5156;659.77405;7.9385695;652.6406;694.03125;676.694;8.085484;669.34375;708.7656;692.7421;6.152401;686.4844;718.4531;705.30273;7.5440364;652.28125;689.4844;673.9236;7.657458;652.71875;692.9844;677.3365;6.937627;651.8125;687.0156;673.3162;6.6359844;652.4844;686.28125;672.0292;7.3105836;660.5156;695.3281;680.39355;7.920588;645.0;684.46875;667.8395;6.2446938;655.6719;688.7031;673.1755;7.686304;653.2031;690.8906;672.1647;8.009977;644.0156;683.2031;663.98755;7.294543;648.90625;686.6875;669.20874;9.622167;661.6719;708.46875;688.8595;8.7696905;668.96875;712.25;693.39966;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5107875.0;20.767372;603.65625;677.2969;643.7222;21.407341;622.2656;696.28125;661.9675;21.756416;603.375;675.96875;641.4346;23.697266;604.90625;688.03125;647.9345;21.46817;627.7031;705.8281;667.76447;21.089832;638.84375;717.7969;678.3538;23.735992;587.0469;670.4844;630.7607;20.79649;619.1719;693.4219;657.142;20.57756;612.1094;686.1094;648.3573;22.228546;608.875;685.7031;648.02057;22.47052;630.15625;707.5;668.3542;22.725159;614.9375;691.9219;652.7627;19.021873;619.3594;685.5625;653.6456;20.123537;616.8594;689.0469;654.5907;20.565966;615.6719;686.6719;652.6522;19.763008;609.8594;678.3125;644.8055;21.847794;622.03125;699.4375;661.41895;20.130678;633.0781;707.8125;672.5219;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
5107925.0;9.970739;641.75;682.59375;665.85864;9.388958;650.6719;690.6094;673.66455;12.388922;623.25;676.0469;656.5745;11.914462;642.8594;691.84375;671.109;10.309601;664.4219;708.21875;690.9105;8.793658;677.3906;715.4375;700.37915;8.874443;636.4531;675.3281;660.2582;9.104833;641.46875;681.78125;666.8519;9.867618;633.625;677.40625;660.66846;9.069526;633.1406;674.2031;657.33075;8.396003;654.2344;691.28125;675.3321;9.903104;632.09375;677.8906;660.20715;7.740967;648.2344;683.125;667.34784;9.4886875;647.25;689.1406;671.31396;10.409999;636.7344;683.1094;663.28064;10.512798;631.9844;677.2656;658.6158;10.19818;649.8125;694.2031;675.067;10.332199;661.1406;706.1875;688.0303;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4103453.0;22.193266;513.4375;578.8125;541.00916;21.065262;572.35156;632.8125;601.1472;14.587088;596.78125;639.2344;615.2612;18.244707;534.6875;588.4219;558.8046;18.011393;582.625;636.09375;606.2561;15.8553915;604.25;650.8906;624.36115;20.092728;466.23438;524.9844;493.47745;17.183651;553.0625;603.59375;575.352;16.016792;579.2344;626.7969;599.7968;21.433372;471.03125;535.2578;498.48703;19.72914;583.89844;642.9531;609.12683;17.960205;578.6719;631.8125;601.6126;14.855956;513.9531;557.9219;533.1478;18.827604;554.1328;610.1797;577.74713;16.194157;619.7344;667.4219;640.6597;16.929306;558.9844;609.25;581.3045;19.935726;536.5547;598.2656;559.03546;17.806074;589.03125;641.8906;611.76965;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4104808.0;16.72833;488.95312;553.21875;512.42126;18.599966;546.0703;618.59375;572.4089;20.518053;564.46875;640.4844;591.91693;17.099586;507.92188;573.8828;532.8052;17.131369;557.41406;623.1875;582.13025;18.982351;577.46875;649.9219;604.97284;16.448069;441.6328;506.03906;466.70853;16.59777;527.6172;592.85156;552.75806;17.60251;552.1953;621.5781;578.86304;16.775295;439.6172;506.52344;466.9904;16.270472;554.1094;618.6719;581.12384;17.248138;551.08594;618.6719;577.4242;18.766378;487.52344;561.58594;515.4597;17.652487;523.1797;593.71094;552.24054;18.485554;589.0156;660.8594;618.18097;19.776016;521.5781;600.625;553.83093;18.339888;506.46875;579.0703;534.2199;18.161823;560.46875;630.75;588.07495;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2910503.0;15.570095;625.2656;680.625;648.0578;13.390029;661.1094;708.78125;680.22015;15.798263;644.1719;699.125;668.37427;15.793355;642.8594;698.6406;664.66925;13.4132185;665.8281;711.59375;683.94666;11.733678;704.84375;745.2969;720.6532;19.832987;636.3125;706.2344;665.11633;16.013458;657.9375;714.21875;681.6882;17.239016;642.96875;703.1875;667.24634;25.130978;618.1875;707.1406;653.1515;20.545092;664.8281;737.3906;693.93304;25.653704;653.75;743.59375;690.18176;31.821255;605.9844;717.25;653.1751;28.146196;635.3125;732.6875;676.9593;32.329617;627.875;740.28125;677.2515;35.082844;589.7656;712.84375;643.575;33.774754;618.0781;734.8281;670.56323;28.733564;644.4844;743.1406;690.4417;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4107603.0;34.071064;481.73438;592.2656;537.0085;32.488235;541.0469;646.4531;594.5529;28.08229;560.10156;656.1406;610.5362;30.451239;504.73438;606.53125;556.4539;30.35774;551.83594;654.1406;603.5604;31.480028;550.71875;655.4531;603.5136;31.63324;468.71094;570.1953;519.9232;30.989004;530.3672;634.34375;583.6156;30.281408;548.25;650.40625;601.3859;31.11524;453.01562;553.5156;504.61304;33.37811;548.4844;657.125;603.23773;32.45691;536.9453;644.0;591.28534;32.507294;473.39062;578.6406;526.72314;30.909637;553.375;655.03906;606.0044;29.895607;591.1875;691.0156;643.37115;43.927345;531.0;668.875;598.56085;39.185352;536.84375;662.75;599.41766;32.798157;557.4531;666.1094;612.8102;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4109401.0;24.52294;399.91406;507.96094;439.63794;23.895432;469.97266;572.2344;506.31418;23.249577;493.2422;591.0625;529.4788;23.753263;423.58594;525.9844;462.76205;21.89681;500.97656;592.6094;535.94135;23.306684;485.07812;586.28906;519.2525;24.411142;361.45312;475.91406;405.63907;23.61231;454.44922;561.0078;495.27853;20.90365;493.0547;587.3906;525.73364;25.746368;354.72266;475.0703;397.89154;23.214048;471.3203;575.9297;509.48743;21.98724;481.76562;579.6406;517.19366;23.12945;393.76562;498.01562;429.8488;23.33147;448.35938;558.65625;489.45325;20.28269;526.6719;618.0156;557.9995;29.494762;409.8672;528.6719;456.15985;25.92272;440.85156;551.33594;481.61087;23.454952;474.29688;579.21875;512.8905;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4113700.0;22.19172;511.03906;595.5625;569.91907;22.977303;567.53906;655.34375;628.7477;22.164349;597.125;679.5469;653.11865;22.372976;539.16406;622.0156;594.9217;19.46351;588.6172;662.3594;637.0933;20.16347;586.0078;661.125;636.7635;22.655014;494.17188;581.2031;554.87286;23.473148;565.9844;653.09375;625.0394;22.127974;589.5625;669.15625;642.80554;21.479862;481.78906;563.4297;538.041;23.230242;575.53906;663.8281;636.78937;22.04597;571.5469;652.875;626.9795;21.071865;499.75;579.8047;555.66516;23.454283;585.34375;674.16406;647.29254;24.865438;628.0781;719.9531;690.72076;22.496029;530.125;618.4531;592.09705;22.623367;555.3125;640.625;613.43896;26.070213;586.9297;683.15625;652.57776;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4115754.0;12.510002;483.0;512.84375;497.02017;11.704059;541.0547;569.625;554.78925;13.1608515;560.10156;592.5;573.79443;12.461708;504.73438;535.4375;518.6422;12.734206;551.83594;583.2969;564.6368;11.814641;550.71875;579.9844;563.991;12.154519;468.71094;497.41406;482.49545;13.167086;530.3672;562.4219;544.1772;12.918932;548.34375;580.1875;561.96533;11.72554;453.01562;481.52344;466.27335;11.416482;548.4844;576.4297;562.109;12.340888;536.9453;567.1875;550.57446;11.059843;473.92188;500.85938;486.8163;12.468082;554.2656;584.4219;568.17334;13.547088;591.1875;624.1406;605.4148;14.447033;523.53906;557.4219;542.82806;12.722614;535.0625;565.96875;549.2384;11.8075;557.4531;586.8125;571.1798;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4117701.0;14.039317;432.14844;487.57812;462.7671;13.967824;492.10938;547.9844;522.8798;13.842199;526.3125;583.875;554.764;14.614302;452.96875;509.5078;482.84842;12.976814;530.0078;582.7344;559.6309;13.954862;505.21094;561.0;533.4884;16.732533;396.2461;461.9453;428.54788;16.619026;478.83594;544.46875;511.59906;15.650052;523.71875;586.41406;552.9618;19.672121;371.71875;447.40625;411.87073;15.235541;494.08594;554.3125;527.6175;14.858984;512.4297;570.3047;544.9095;13.547229;425.42188;479.97656;452.37637;18.311205;482.40234;553.53906;514.8123;14.150534;549.6719;607.53125;576.7759;16.483198;426.16406;490.14062;460.89468;17.763338;465.2422;533.2344;499.81888;14.903973;505.14844;563.4844;533.19574;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4119905.0;16.732903;433.0703;507.33594;471.2372;17.089125;496.35156;572.0781;534.3627;17.140982;531.6953;608.2031;566.02277;17.013208;460.125;537.4531;499.54196;16.42887;530.89844;604.5156;567.5257;17.685041;508.35938;587.91406;546.49786;19.28532;404.20312;487.73438;446.60852;18.636917;486.79688;565.15625;526.071;16.576544;536.2031;611.8281;571.28174;20.148232;385.10938;469.89062;429.38678;17.418535;500.14062;575.9219;541.3178;16.384384;518.0703;590.21875;555.3644;15.7145;431.5547;504.2422;466.28052;20.038944;487.4336;573.8906;529.12103;17.382656;550.15625;625.7344;586.60315;16.610058;436.04688;511.5703;475.53644;19.377094;474.375;558.1797;517.6824;17.259422;513.83594;589.6328;550.33936;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4306973.0;5.3269424;472.57812;486.92188;476.30035;6.4881516;531.8281;549.64844;537.23645;5.120275;547.0781;560.8828;550.31604;7.6720862;469.5;490.60156;477.6149;5.87348;550.34375;566.0469;554.5404;5.322835;573.75;587.8906;577.51794;6.672965;414.3203;432.2539;420.54813;6.3416023;527.65625;544.84375;532.61847;5.8523083;553.625;569.3672;558.1074;7.8115144;397.46094;418.71094;404.4783;6.4178467;527.6328;544.7969;532.7474;5.9631653;539.46094;555.625;544.2913;6.093112;459.77344;476.20312;464.0799;7.971319;511.4414;532.9297;518.9626;7.69799;591.6797;612.6797;599.1212;5.873396;477.7578;493.375;482.59433;6.6024823;513.1328;531.0;518.4283;6.334973;542.7344;559.4922;548.09467;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4310538.0;18.073538;450.6172;499.84375;468.69864;18.993187;521.4453;573.0469;540.6591;19.449673;561.3828;614.5078;581.87;18.249157;429.7422;479.0703;447.88733;18.929089;529.33594;580.6406;548.34;19.190447;566.8203;618.96094;586.48096;16.483013;380.4453;427.1836;397.43738;17.396711;521.3047;570.1328;539.06226;17.96945;556.125;605.8047;574.2581;16.64766;379.5078;426.32812;396.30844;17.658113;525.1406;574.0;542.6918;17.988497;543.8047;593.875;562.44977;17.26136;462.2578;510.57812;480.199;17.710281;508.34766;557.1953;525.75885;18.27212;604.84375;655.1875;623.50183;16.505411;472.58594;518.7578;489.0089;16.486284;486.1953;532.4844;502.33295;17.772245;556.28906;605.5625;574.07935;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4314100.0;10.407709;473.0625;505.6875;487.3231;11.072074;532.85156;567.3906;547.9173;11.532779;547.4297;583.22656;562.5421;10.038202;458.32812;489.90625;471.9009;10.703291;547.2969;580.8828;561.681;11.0778;571.4219;606.03125;586.3148;9.621599;409.54688;439.1328;424.2708;11.098478;526.0;559.8203;541.4756;11.14867;547.60156;581.6953;563.10284;10.587446;391.14062;423.40625;406.1328;10.453305;520.9453;552.78125;535.6782;10.799702;532.9297;565.77344;547.517;11.009669;456.78125;490.45312;471.47754;11.036629;498.94922;532.46094;513.8863;11.685487;583.5156;619.2969;598.3733;10.8512125;474.96094;507.85938;490.26224;11.100666;515.71875;550.1094;532.0898;11.527396;536.3906;571.5156;552.3935;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
4316907.0;21.954779;452.82812;530.84375;514.5577;22.059912;524.0547;601.59375;587.65936;21.951698;565.2031;642.08594;628.8826;20.7529;431.6953;504.1953;492.6622;21.576305;531.6719;607.4453;594.8209;21.82134;569.78906;646.6406;633.2599;21.906872;381.88672;460.1875;442.31683;21.32118;522.96094;596.66406;584.55835;21.514923;557.9219;632.60156;620.2497;20.559175;381.10938;454.29688;439.89355;20.960484;526.6875;600.1953;587.74023;21.439554;546.2344;621.6172;607.9983;20.82649;464.6328;537.4922;524.3222;20.96283;509.83594;583.40625;570.8313;21.041296;607.28125;681.2969;668.7888;19.832764;473.53125;543.5;531.6605;21.077923;487.15625;561.52344;546.7904;21.029814;558.2422;631.7344;619.03094;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
3536505.0;8.591351;548.6953;572.0547;558.24255;5.862467;591.03125;606.83594;598.0705;5.2380304;636.75;650.8906;643.33527;6.969355;584.7344;603.7344;592.76154;5.711829;629.2969;644.7031;636.1482;5.6512084;612.875;628.5156;620.2628;6.743687;522.0781;540.4219;529.87994;6.51407;582.66406;600.34375;590.53394;4.7969413;625.3281;638.7031;631.7234;8.282553;512.4531;534.6094;521.1629;6.0092087;597.40625;613.9375;605.04895;5.0793457;606.71875;619.8906;612.9517;7.216086;546.84375;566.0469;555.0259;5.8559847;590.5547;606.125;598.1153;4.9896264;625.0156;638.5156;631.06696;8.18462;552.58594;573.52344;560.93256;7.196646;593.1094;611.84375;600.8654;5.4484234;605.09375;619.60156;611.9474;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1700707.0;3.8582652;666.28125;680.6875;673.185;3.9216633;682.9844;697.7656;689.56616;4.012908;675.53125;690.53125;682.74347;4.9573817;673.65625;691.65625;682.17664;6.4856815;692.1719;715.4219;702.09564;4.7140083;698.9219;715.90625;705.2687;6.3688874;674.75;698.1406;685.2512;4.8652625;685.3594;703.3125;693.4729;6.3284397;676.84375;699.96875;686.1194;4.4262524;673.2969;689.0781;680.02655;5.7846274;680.6406;701.3594;688.845;5.5720224;667.0;686.78125;674.3122;4.7074466;675.1094;692.3281;683.2623;4.808969;676.65625;694.09375;684.6005;5.202529;675.5469;694.125;683.71716;4.2033195;669.7656;684.4375;676.3812;5.266989;694.75;713.59375;703.28296;4.667905;697.3125;713.9375;704.8624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
